"id_veicolo" "id_percorso" "id_palina" "aria.x" "moby.x" "meb.x" "banda.x" "pedana.x" "linea.x" "statotraffico.x" "tempo_attesa.y" "distanza_fermate.y" "a_capolinea.y" "tempo_attesa_secondi.y" "statotraffico.y" "traveltime" "ora" "giorno" "giornosettimana" "direction" "weather" "prevision_w"
"10814" "5390" "12263" "80713" 0 0 0 "0" 0 "23" "4" 6 7 0 370 "4" 408 "22" "2" "4" 1 "1" "2"
"10834" "5390" "12263" "80713" 0 0 0 "0" 0 "23" "4" 7 8 0 420 "4" 347 "23" "2" "4" 1 "1" "2"
"10852" "5407" "55485" "70530" 0 0 0 "2" 0 "628" "4" 15 8 1 906 "4" 921 "6" "3" "5" 1 "0" "0"
"10865" "5456" "55244" "70162" 0 0 0 "0" 0 "916" "4" 11 11 1 649 "4" 745 "5" "3" "5" 1 "0" "0"
"108710" "5456" "55244" "70985" 0 0 0 "0" 0 "916" "4" 7 9 0 438 "4" 438 "5" "3" "5" 1 "0" "0"
"10885" "5461" "53431" "72778" 0 0 0 "0" 0 "88" "4" 11 15 1 655 "4" 586 "5" "3" "5" 0 "0" "0"
"10896" "5463" "53431" "72778" 0 0 0 "0" 0 "88" "4" 11 12 0 663 "4" 472 "5" "3" "5" 0 "0" "0"
"10915" "5465" "55485" "20265" 0 0 0 "0" 0 "628" "4" 11 12 1 650 "4" 818 "22" "2" "4" 0 "1" "2"
"10923" "5465" "55485" "70530" 0 0 0 "0" 0 "628" "4" 12 8 1 706 "4" 869 "22" "2" "4" 1 "1" "2"
"10955" "5497" "1978" "20265" 0 0 0 "0" 0 "280" "4" 40 9 1 2425 "4" 2136 "22" "2" "4" 0 "1" "2"
"10978" "5497" "1978" "70530" 0 0 0 "0" 0 "280" "4" 28 5 1 1665 "4" 1616 "22" "2" "4" 1 "1" "2"
"10992" "5497" "1978" "70939" 0 0 0 "1" 0 "280" "4" 13 13 0 756 "4" 728 "21" "2" "4" 1 "1" "2"
"11004" "5497" "1978" "70939" 0 0 0 "1" 0 "280" "4" 38 24 1 2251 "4" 2088 "22" "2" "4" 1 "1" "2"
"11024" "5497" "1978" "74610" 0 0 0 "0" 0 "280" "4" 20 21 0 1209 "4" 1369 "21" "2" "4" 0 "1" "2"
"11056" "5497" "1978" "74610" 0 0 0 "0" 0 "280" "4" 39 32 1 2324 "4" 2408 "23" "2" "4" 0 "1" "2"
"11073" "5497" "1978" "80713" 0 0 0 "2" 0 "280" "4" 8 9 0 508 "4" 700 "21" "2" "4" 1 "1" "2"
"11095" "5497" "1978" "80713" 0 0 0 "0" 0 "280" "4" 33 19 1 1977 "4" 1788 "22" "2" "4" 1 "1" "2"
"11135" "5497" "53175" "78055" 0 0 0 "0" 0 "280" "4" 40 34 1 2424 "4" 1920 "22" "2" "4" 0 "1" "2"
"11153" "5911" "55471" "20265" 0 0 0 "0" 0 "301" "4" 20 27 0 1191 "4" 1396 "22" "2" "4" 0 "1" "2"
"11173" "5911" "55471" "20265" 0 0 0 "0" 0 "301" "4" 32 34 1 1936 "4" 2218 "0" "3" "5" 0 "0" "0"
"11223" "5911" "55471" "70530" 0 0 0 "0" 0 "301" "4" 7 12 0 390 "4" 445 "0" "3" "5" 1 "0" "0"
"11272" "5911" "55471" "70530" 0 0 0 "0" 0 "301" "4" 15 22 0 927 "4" 1156 "22" "2" "4" 1 "1" "2"
"11295" "5928" "53424" "72778" 0 0 0 "0" 0 "92" "4" 9 6 1 516 "4" 400 "21" "2" "4" 0 "1" "2"
"11316" "5928" "53424" "73587" 0 0 0 "0" 0 "92" "4" 11 13 1 672 "4" 524 "21" "2" "4" 0 "1" "2"
"11354" "5928" "53424" "73592" 0 0 0 "0" 0 "92" "4" 4 6 0 262 "4" 286 "22" "2" "4" 0 "1" "2"
"11375" "5928" "53424" "73592" 0 0 0 "0" 0 "92" "4" 6 8 0 377 "4" 284 "23" "2" "4" 0 "1" "2"
"11394" "5928" "53424" "80785" 0 0 0 "0" 0 "92" "4" 4 2 0 217 "4" 254 "21" "2" "4" 1 "1" "2"
"11438" "5928" "53424" "80785" 0 0 0 "0" 0 "92" "4" 15 18 0 913 "4" 864 "23" "2" "4" 1 "1" "2"
"11474" "5928" "53424" "80785" 0 0 0 "0" 0 "92" "4" 13 16 0 786 "4" 1078 "22" "2" "4" 1 "1" "2"
"11508" "5928" "54594" "81938" 0 0 0 "0" 0 "92" "4" 31 31 0 1861 "3" 1952 "21" "2" "4" 0 "1" "2"
"11518" "5928" "54594" "81938" 0 0 0 "0" 0 "92" "4" 33 32 1 1962 "4" 2318 "22" "2" "4" 0 "1" "2"
"11575" "5942" "53424" "72778" 0 0 0 "0" 0 "92" "4" 4 5 0 210 "4" 227 "5" "3" "5" 0 "0" "0"
"11584" "5942" "53424" "73592" 0 0 0 "0" 0 "92" "4" 12 18 0 744 "4" 777 "5" "3" "5" 0 "0" "0"
"11594" "5942" "53424" "80785" 0 0 0 "0" 0 "92" "4" 22 28 0 1306 "4" 1425 "6" "3" "5" 1 "0" "0"
"11601" "5943" "53424" "72778" 0 0 0 "0" 0 "92" "4" 6 6 1 368 "4" 381 "21" "2" "4" 0 "1" "2"
"11634" "5943" "53424" "72778" 0 0 0 "0" 0 "92" "4" 4 6 1 227 "4" 722 "22" "2" "4" 0 "1" "2"
"11643" "5943" "53424" "73587" 0 0 0 "0" 0 "92" "4" 11 13 1 630 "4" 639 "21" "2" "4" 0 "1" "2"
"11673" "5943" "53424" "73587" 0 0 0 "0" 0 "92" "4" 11 12 0 636 "4" 711 "22" "2" "4" 0 "1" "2"
"11693" "5943" "53424" "73592" 0 0 0 "0" 0 "92" "4" 14 17 0 838 "4" 846 "21" "2" "4" 0 "1" "2"
"11725" "5943" "53424" "73592" 0 0 0 "0" 0 "92" "4" 14 18 0 820 "4" 1166 "22" "2" "4" 0 "1" "2"
"11767" "5943" "53424" "80785" 0 0 0 "1" 0 "92" "4" 24 29 1 1437 "4" 2145 "22" "2" "4" 1 "1" "2"
"11773" "5943" "53424" "80785" 0 0 0 "0" 0 "92" "4" 10 12 0 598 "4" 850 "23" "2" "4" 1 "1" "2"
"11816" "5943" "53424" "80785" 0 0 0 "0" 0 "92" "3" 24 27 0 1468 "4" 1931 "21" "2" "4" 1 "1" "2"
"11856" "5943" "54594" "81938" 0 0 0 "0" 0 "92" "4" 11 16 0 686 "4" 867 "22" "2" "4" 0 "1" "2"
"11884" "5955" "55471" "20265" 0 0 0 "0" 0 "301" "4" 9 15 0 545 "4" 581 "23" "2" "4" 0 "1" "2"
"11944" "5955" "55471" "20265" 0 0 0 "1" 0 "301" "4" 19 24 0 1136 "4" 1349 "21" "2" "4" 0 "1" "2"
"11978" "5955" "55471" "70530" 0 0 0 "1" 0 "301" "4" 4 7 0 259 "4" 260 "23" "2" "4" 1 "1" "2"
"12032" "5955" "55471" "70530" 0 0 0 "0" 0 "301" "4" 14 18 0 858 "4" 900 "21" "2" "4" 1 "1" "2"
"12046" "5962" "53424" "72778" 0 0 0 "0" 0 "92" "4" 10 6 1 612 "4" 521 "22" "2" "4" 0 "1" "2"
"12093" "5962" "53424" "72778" 0 0 0 "0" 0 "92" "4" 6 6 1 331 "4" 593 "21" "2" "4" 0 "1" "2"
"12122" "5962" "53424" "73587" 0 0 0 "0" 0 "92" "4" 18 13 1 1064 "4" 1159 "21" "2" "4" 0 "1" "2"
"12134" "5962" "53424" "73587" 0 0 0 "0" 0 "92" "4" 27 13 1 1612 "2" 1314 "22" "2" "4" 0 "1" "2"
"12174" "5962" "53424" "73592" 0 0 0 "1" 0 "92" "4" 24 19 1 1440 "4" 1521 "21" "2" "4" 0 "1" "2"
"122110" "5962" "53424" "73592" 0 0 0 "0" 0 "92" "4" 31 19 1 1874 "2" 1524 "22" "2" "4" 0 "1" "2"
"12225" "5962" "53424" "80785" 0 0 0 "0" 0 "92" "4" 35 29 1 2101 "4" 2083 "21" "2" "4" 1 "1" "2"
"12275" "5962" "53424" "80785" 0 0 0 "1" 0 "92" "4" 36 29 1 2134 "3" 1629 "22" "2" "4" 1 "1" "2"
"12305" "5962" "54594" "81938" 0 0 0 "0" 0 "92" "4" 26 30 0 1554 "3" 1518 "22" "2" "4" 0 "1" "2"
"12326" "5962" "54594" "81938" 0 0 0 "0" 0 "92" "4" 13 15 0 782 "4" 760 "21" "2" "4" 0 "1" "2"
"12344" "5962" "54594" "81938" 0 0 0 "0" 0 "92" "4" 34 32 1 2026 "4" 2094 "23" "2" "4" 0 "1" "2"
"12374" "5984" "1978" "20265" 0 0 0 "0" 0 "280" "4" 33 9 1 1979 "4" 1882 "23" "2" "4" 0 "1" "2"
"12394" "5984" "1978" "70939" 0 0 0 "0" 0 "280" "4" 9 11 0 565 "4" 693 "22" "2" "4" 1 "1" "2"
"12424" "5984" "1978" "70939" 0 0 0 "0" 0 "280" "4" 40 24 1 2414 "4" 2476 "23" "2" "4" 1 "1" "2"
"12447" "5984" "1978" "74610" 0 0 0 "0" 0 "280" "4" 16 18 0 952 "4" 1095 "22" "2" "4" 0 "1" "2"
"12474" "5984" "1978" "80713" 0 0 0 "0" 0 "280" "4" 10 12 0 611 "4" 803 "22" "2" "4" 1 "1" "2"
"12484" "5984" "1978" "80713" 0 0 0 "1" 0 "280" "4" 38 19 1 2300 "4" 2352 "23" "2" "4" 1 "1" "2"
"12524" "5986" "55588" "73592" 0 0 0 "0" 0 "83" "4" 4 5 0 238 "4" 186 "21" "2" "4" 0 "1" "2"
"12534" "5986" "55588" "73592" 0 0 0 "0" 0 "83" "4" 12 14 1 702 "4" 1095 "23" "2" "4" 0 "1" "2"
"12566" "5991" "55485" "20265" 0 0 0 "0" 0 "628" "4" 4 7 0 267 "4" 256 "22" "2" "4" 0 "1" "2"
"12602" "5991" "55485" "20265" 0 0 0 "0" 0 "628" "4" 4 6 0 220 "4" 171 "0" "3" "5" 0 "0" "0"
"12625" "5991" "55485" "70530" 0 0 0 "0" 0 "628" "4" 3 4 0 164 "4" 121 "22" "2" "4" 1 "1" "2"
"12654" "5991" "55485" "70530" 0 0 0 "0" 0 "628" "4" 19 8 1 1128 "4" 1180 "0" "3" "5" 1 "0" "0"
"12663" "6129" "3637" "70162" 0 0 0 "1" 0 "98" "4" 9 4 0 554 "1" 316 "22" "2" "4" 1 "1" "2"
"12683" "6129" "3637" "70985" 0 0 0 "0" 0 "98" "4" 11 9 1 668 "4" 1082 "22" "2" "4" 1 "1" "2"
"12718" "6129" "3637" "70985" 0 0 0 "1" 0 "98" "4" 11 9 1 688 "4" 1133 "21" "2" "4" 1 "1" "2"
"12727" "6129" "3637" "70988" 0 0 0 "0" 0 "98" "4" 13 12 1 789 "4" 1172 "21" "2" "4" 0 "1" "2"
"12755" "6129" "3637" "70988" 0 0 0 "0" 0 "98" "4" 13 12 1 764 "4" 1245 "22" "2" "4" 0 "1" "2"
"12775" "6129" "3637" "70994" 0 0 0 "0" 0 "98" "4" 17 17 0 991 "4" 1079 "21" "2" "4" 0 "1" "2"
"12787" "6129" "3637" "70994" 0 0 0 "0" 0 "98" "4" 15 18 1 914 "4" 1280 "22" "2" "4" 0 "1" "2"
"12834" "6129" "3637" "71000" 0 0 0 "0" 0 "98" "4" 18 24 1 1088 "4" 1754 "22" "2" "4" 0 "1" "2"
"12842" "6129" "3637" "71000" 0 0 0 "0" 0 "98" "4" 20 24 0 1222 "3" 1448 "21" "2" "4" 0 "1" "2"
"12885" "6129" "3637" "71008" 0 0 0 "0" 0 "98" "4" 22 28 0 1334 "3" 1544 "21" "2" "4" 0 "1" "2"
"12904" "6129" "3637" "71008" 0 0 0 "0" 0 "98" "4" 3 5 0 173 "4" 122 "23" "2" "4" 0 "1" "2"
"12943" "6129" "3637" "71023" 0 0 0 "0" 0 "98" "4" 27 36 1 1608 "4" 2234 "21" "2" "4" 0 "1" "2"
"12963" "6129" "3637" "71023" 0 0 0 "0" 0 "98" "4" 8 12 0 455 "4" 426 "23" "2" "4" 0 "1" "2"
"13016" "6130" "3637" "70162" 0 0 0 "1" 0 "98" "4" 15 4 1 882 "3" 744 "22" "2" "4" 1 "1" "2"
"13029" "6130" "3637" "70162" 0 0 0 "1" 0 "98" "4" 10 4 1 570 "4" 597 "21" "2" "4" 1 "1" "2"
"13072" "6130" "3637" "70985" 0 0 0 "0" 0 "98" "4" 4 5 0 222 "4" 193 "0" "3" "5" 1 "0" "0"
"13094" "6130" "3637" "70985" 0 0 0 "0" 0 "98" "4" 30 9 1 1789 "1" 1080 "22" "2" "4" 1 "1" "2"
"13125" "6130" "3637" "70985" 0 0 0 "0" 0 "98" "4" 14 9 1 853 "4" 920 "21" "2" "4" 1 "1" "2"
"13195" "6130" "3637" "70988" 0 0 0 "0" 0 "98" "4" 12 12 0 696 "4" 702 "21" "2" "4" 0 "1" "2"
"13204" "6130" "3637" "70988" 0 0 0 "0" 0 "98" "4" 7 9 0 438 "4" 430 "22" "2" "4" 0 "1" "2"
"13264" "6130" "3637" "70988" 0 0 0 "1" 0 "98" "4" 4 7 0 220 "4" 295 "0" "3" "5" 0 "0" "0"
"13383" "6130" "3637" "71000" 0 0 0 "0" 0 "98" "4" 11 20 0 667 "4" 777 "0" "3" "5" 0 "0" "0"
"13456" "6130" "3637" "71000" 0 0 0 "0" 0 "98" "4" 23 24 1 1364 "4" 1377 "21" "2" "4" 0 "1" "2"
"13473" "6130" "3637" "71000" 0 0 0 "0" 0 "98" "4" 9 14 0 552 "4" 388 "23" "2" "4" 0 "1" "2"
"13532" "6130" "3637" "71008" 0 0 0 "0" 0 "98" "4" 40 28 1 2428 "1" 1690 "23" "2" "4" 0 "1" "2"
"13695" "6130" "3637" "71023" 0 0 0 "1" 0 "98" "4" 4 7 0 233 "4" 181 "22" "2" "4" 0 "1" "2"
"13713" "6134" "3637" "70162" 0 0 0 "0" 0 "98" "4" 21 4 1 1276 "3" 1246 "23" "2" "4" 1 "1" "2"
"13766" "6134" "3637" "70162" 0 0 0 "0" 0 "98" "4" 16 4 1 988 "4" 1541 "21" "2" "4" 1 "1" "2"
"13772" "6134" "3637" "70985" 0 0 0 "0" 0 "98" "4" 22 9 1 1326 "4" 1836 "21" "2" "4" 1 "1" "2"
"13843" "6134" "3637" "70985" 0 0 0 "0" 0 "98" "4" 7 8 0 428 "4" 270 "22" "2" "4" 1 "1" "2"
"13872" "6134" "3637" "70988" 0 0 0 "0" 0 "98" "4" 23 12 1 1396 "3" 1318 "23" "2" "4" 0 "1" "2"
"13915" "6134" "3637" "70988" 0 0 0 "0" 0 "98" "4" 28 12 1 1658 "4" 2205 "21" "2" "4" 0 "1" "2"
"13925" "6134" "3637" "70988" 0 0 0 "1" 0 "98" "4" 7 8 0 425 "4" 327 "22" "2" "4" 0 "1" "2"
"13955" "6134" "3637" "70994" 0 0 0 "0" 0 "98" "4" 28 18 1 1658 "4" 2320 "21" "2" "4" 0 "1" "2"
"13994" "6134" "3637" "70994" 0 0 0 "0" 0 "98" "4" 34 18 1 2065 "4" 2132 "23" "2" "4" 0 "1" "2"
"14032" "6134" "3637" "71000" 0 0 0 "0" 0 "98" "4" 34 24 1 2019 "4" 2709 "21" "2" "4" 0 "1" "2"
"14056" "6134" "3637" "71008" 0 0 0 "0" 0 "98" "4" 34 28 1 2063 "4" 2831 "21" "2" "4" 0 "1" "2"
"14083" "6134" "3637" "71023" 0 0 0 "0" 0 "98" "4" 39 36 1 2310 "4" 3104 "22" "2" "4" 0 "1" "2"
"14104" "6136" "13019" "70900" 0 0 0 "0" 0 "791" "4" 32 28 0 1894 "4" 1725 "0" "3" "5" 0 "0" "0"
"14115" "6139" "3637" "70162" 0 0 0 "0" 0 "98" "4" 4 3 0 224 "4" 184 "23" "2" "4" 1 "1" "2"
"14144" "6139" "3637" "70162" 0 0 0 "1" 0 "98" "4" 3 3 0 160 "4" 108 "5" "3" "5" 1 "0" "0"
"14161" "6139" "3637" "70985" 0 0 0 "2" 0 "98" "4" 4 8 0 255 "4" 267 "5" "3" "5" 1 "0" "0"
"14213" "6139" "3637" "70988" 0 0 0 "0" 0 "98" "4" 6 11 0 342 "4" 360 "5" "3" "5" 0 "0" "0"
"14261" "6139" "3637" "71000" 0 0 0 "1" 0 "98" "4" 15 24 0 917 "4" 1068 "23" "2" "4" 0 "1" "2"
"14313" "6139" "3637" "71023" 0 0 0 "0" 0 "98" "4" 8 17 0 482 "4" 484 "23" "2" "4" 0 "1" "2"
"14353" "6139" "3637" "71023" 0 0 0 "0" 0 "98" "4" 3 6 0 186 "4" 102 "21" "2" "4" 0 "1" "2"
"14393" "6139" "3637" "71023" 0 0 0 "0" 0 "98" "4" 13 32 0 799 "4" 989 "5" "3" "5" 0 "0" "0"
"14432" "6140" "3637" "70988" 0 0 0 "0" 0 "98" "4" 4 6 0 244 "4" 449 "21" "2" "4" 0 "1" "2"
"14444" "6140" "3637" "70994" 0 0 0 "1" 0 "98" "4" 7 11 0 434 "4" 657 "21" "2" "4" 0 "1" "2"
"14455" "6144" "3637" "70985" 0 0 0 "1" 0 "98" "4" 9 9 1 517 "4" 732 "5" "3" "5" 1 "0" "0"
"14464" "6144" "3637" "70988" 0 0 0 "1" 0 "98" "4" 9 12 0 541 "4" 491 "5" "3" "5" 0 "0" "0"
"14474" "6144" "3637" "70994" 0 0 0 "0" 0 "98" "4" 12 18 0 747 "4" 644 "5" "3" "5" 0 "0" "0"
"14482" "6144" "3637" "71000" 0 0 0 "0" 0 "98" "4" 16 23 0 976 "4" 747 "5" "3" "5" 0 "0" "0"
"14493" "6144" "3637" "71008" 0 0 0 "0" 0 "98" "4" 19 28 1 1121 "4" 1311 "5" "3" "5" 0 "0" "0"
"14503" "6144" "3637" "71023" 0 0 0 "0" 0 "98" "4" 23 34 0 1353 "4" 894 "5" "3" "5" 0 "0" "0"
"14525" "6146" "3637" "70162" 0 0 0 "0" 0 "98" "4" 9 4 1 515 "4" 478 "5" "3" "5" 1 "0" "0"
"14532" "6146" "3637" "70985" 0 0 0 "0" 0 "98" "4" 12 9 1 720 "4" 597 "5" "3" "5" 1 "0" "0"
"14542" "6146" "3637" "70988" 0 0 0 "0" 0 "98" "4" 15 12 1 874 "4" 640 "5" "3" "5" 0 "0" "0"
"14555" "6146" "3637" "70994" 0 0 0 "1" 0 "98" "4" 18 18 1 1082 "4" 855 "5" "3" "5" 0 "0" "0"
"14565" "6146" "3637" "71000" 0 0 0 "0" 0 "98" "4" 20 24 1 1225 "4" 945 "5" "3" "5" 0 "0" "0"
"14583" "6146" "3637" "71008" 0 0 0 "0" 0 "98" "4" 23 28 1 1395 "4" 1073 "5" "3" "5" 0 "0" "0"
"14594" "6146" "3637" "71023" 0 0 0 "0" 0 "98" "4" 27 36 1 1632 "4" 1110 "6" "3" "5" 0 "0" "0"
"14601" "6147" "3637" "70162" 0 0 0 "1" 0 "98" "4" 8 4 1 508 "4" 651 "6" "3" "5" 1 "0" "0"
"14635" "6147" "3637" "70985" 0 0 0 "0" 0 "98" "4" 10 9 1 592 "4" 689 "6" "3" "5" 1 "0" "0"
"14653" "6147" "3637" "70988" 0 0 0 "0" 0 "98" "4" 14 12 1 819 "4" 1016 "6" "3" "5" 0 "0" "0"
"14675" "6147" "3637" "70994" 0 0 0 "0" 0 "98" "4" 17 18 1 1037 "4" 1312 "6" "3" "5" 0 "0" "0"
"14684" "6148" "3637" "70162" 0 0 0 "1" 0 "98" "4" 7 4 1 404 "4" 565 "6" "3" "5" 1 "0" "0"
"14696" "6148" "3637" "70988" 0 0 0 "2" 0 "98" "4" 7 10 0 401 "4" 394 "6" "3" "5" 0 "0" "0"
"14718" "6148" "3637" "70994" 0 0 0 "2" 0 "98" "4" 4 8 0 239 "4" 368 "6" "3" "5" 0 "0" "0"
"14745" "6148" "3637" "71000" 0 0 0 "1" 0 "98" "4" 14 23 0 817 "4" 1021 "6" "3" "5" 0 "0" "0"
"14763" "6148" "3637" "71008" 0 0 0 "1" 0 "98" "4" 14 27 0 857 "4" 1078 "6" "3" "5" 0 "0" "0"
"14782" "6148" "3637" "71023" 0 0 0 "0" 0 "98" "4" 16 32 0 945 "4" 1082 "6" "3" "5" 0 "0" "0"
"14804" "6150" "881R" "70162" 0 0 0 "0" 0 "881" "4" 8 4 1 480 "4" 639 "23" "2" "4" 1 "1" "2"
"14814" "6150" "881R" "70985" 0 0 0 "0" 0 "881" "4" 11 9 1 679 "4" 809 "23" "2" "4" 1 "1" "2"
"14864" "6150" "881R" "70985" 0 0 0 "0" 0 "881" "4" 11 9 1 634 "4" 1054 "21" "2" "4" 1 "1" "2"
"14872" "6150" "881R" "70988" 0 0 0 "0" 0 "881" "4" 12 12 1 707 "4" 1017 "21" "2" "4" 0 "1" "2"
"14942" "6150" "881R" "70988" 0 0 0 "0" 0 "881" "4" 14 12 1 833 "4" 937 "23" "2" "4" 0 "1" "2"
"14963" "6154" "881R" "70162" 0 0 0 "0" 0 "881" "4" 13 4 1 760 "4" 763 "6" "3" "5" 1 "0" "0"
"14983" "6154" "881R" "70988" 0 0 0 "1" 0 "881" "4" 8 11 0 495 "4" 420 "6" "3" "5" 0 "0" "0"
"15007" "6155" "881R" "70985" 0 0 0 "0" 0 "881" "4" 16 9 1 987 "4" 1145 "21" "2" "4" 1 "1" "2"
"15065" "6155" "881R" "70988" 0 0 0 "0" 0 "881" "4" 12 12 0 694 "4" 743 "22" "2" "4" 0 "1" "2"
"15085" "6158" "55244" "70162" 0 0 0 "0" 0 "916" "4" 32 11 1 1947 "3" 2264 "22" "2" "4" 1 "1" "2"
"15092" "6158" "55244" "70985" 0 0 0 "0" 0 "916" "4" 36 16 1 2142 "3" 2467 "22" "2" "4" 1 "1" "2"
"15104" "6161" "881R" "70162" 0 0 0 "0" 0 "881" "4" 10 4 1 621 "4" 784 "6" "3" "5" 1 "0" "0"
"15114" "6161" "881R" "70985" 0 0 0 "0" 0 "881" "4" 14 9 1 835 "4" 1073 "6" "3" "5" 1 "0" "0"
"15123" "6161" "881R" "70988" 0 0 0 "0" 0 "881" "4" 16 12 1 938 "4" 1029 "6" "3" "5" 0 "0" "0"
"15132" "6162" "881R" "70162" 0 0 0 "0" 0 "881" "4" 6 4 1 338 "4" 524 "5" "3" "5" 1 "0" "0"
"15143" "6162" "881R" "70985" 0 0 0 "0" 0 "881" "4" 7 9 0 415 "4" 401 "5" "3" "5" 1 "0" "0"
"15153" "6162" "881R" "70988" 0 0 0 "0" 0 "881" "4" 11 12 1 642 "4" 780 "5" "3" "5" 0 "0" "0"
"15161" "6163" "881R" "70985" 0 0 0 "1" 0 "881" "4" 7 8 0 403 "4" 365 "5" "3" "5" 1 "0" "0"
"15176" "6163" "881R" "70988" 0 0 0 "1" 0 "881" "4" 8 11 0 503 "4" 510 "5" "3" "5" 0 "0" "0"
"15184" "6167" "881R" "70162" 0 0 0 "0" 0 "881" "4" 9 4 1 513 "4" 563 "5" "3" "5" 1 "0" "0"
"15192" "6167" "881R" "70985" 0 0 0 "1" 0 "881" "4" 8 9 1 477 "4" 503 "5" "3" "5" 1 "0" "0"
"15202" "6167" "881R" "70988" 0 0 0 "1" 0 "881" "4" 15 12 1 895 "4" 944 "5" "3" "5" 0 "0" "0"
"15219" "7508" "54768" "73587" 0 0 0 "0" 0 "63" "4" 18 20 0 1068 "4" 1063 "5" "3" "5" 0 "0" "0"
"15223" "7508" "54768" "73592" 0 0 0 "0" 0 "63" "4" 11 18 0 677 "4" 1011 "5" "3" "5" 0 "0" "0"
"15233" "7517" "55244" "70162" 0 0 0 "1" 0 "916" "4" 18 11 1 1095 "4" 1188 "6" "3" "5" 1 "0" "0"
"15265" "7517" "55244" "70985" 0 0 0 "1" 0 "916" "4" 19 16 1 1123 "4" 1007 "6" "3" "5" 1 "0" "0"
"15293" "7519" "55244" "70162" 0 0 0 "0" 0 "916" "4" 10 10 0 618 "4" 567 "22" "2" "4" 1 "1" "2"
"15321" "7519" "55244" "70985" 0 0 0 "2" 0 "916" "4" 18 16 1 1087 "3" 1190 "22" "2" "4" 1 "1" "2"
"15332" "7522" "11414" "75586" 0 0 0 "0" 0 "360" "4" 11 11 0 688 "4" 909 "5" "3" "5" 1 "0" "0"
"15377" "7532" "11414" "75586" 0 0 0 "0" 0 "360" "4" 19 16 0 1112 "4" 1314 "22" "2" "4" 1 "1" "2"
"15394" "7532" "11414" "75586" 0 0 0 "0" 0 "360" "4" 10 9 0 603 "4" 667 "6" "3" "5" 1 "0" "0"
"15442" "7540" "54768" "73587" 0 0 0 "0" 0 "63" "4" 27 21 1 1649 "4" 1747 "21" "2" "4" 0 "1" "2"
"15457" "7540" "54768" "73592" 0 0 0 "0" 0 "63" "4" 40 27 1 2399 "4" 2452 "21" "2" "4" 0 "1" "2"
"15462" "7545" "54768" "73587" 0 0 0 "0" 0 "63" "4" 25 21 1 1496 "4" 1282 "22" "2" "4" 0 "1" "2"
"15472" "7545" "54768" "73592" 0 0 0 "0" 0 "63" "4" 37 27 1 2246 "4" 1860 "22" "2" "4" 0 "1" "2"
"15481" "7548" "54768" "73587" 0 0 0 "0" 0 "63" "4" 23 21 1 1365 "4" 1193 "23" "2" "4" 0 "1" "2"
"15526" "7548" "54768" "73587" 0 0 0 "0" 0 "63" "4" 14 17 0 866 "4" 800 "21" "2" "4" 0 "1" "2"
"15571" "7548" "54768" "73592" 0 0 0 "0" 0 "63" "4" 30 27 1 1808 "4" 1627 "23" "2" "4" 0 "1" "2"
"15594" "7548" "54768" "73592" 0 0 0 "0" 0 "63" "4" 20 23 0 1214 "4" 1233 "21" "2" "4" 0 "1" "2"
"15621" "7549" "55244" "70162" 0 0 0 "0" 0 "916" "4" 16 11 1 972 "3" 1246 "21" "2" "4" 1 "1" "2"
"15635" "7549" "55244" "70985" 0 0 0 "0" 0 "916" "4" 23 16 1 1383 "3" 1645 "21" "2" "4" 1 "1" "2"
"15662" "7562" "54768" "73587" 0 0 0 "0" 0 "63" "4" 4 5 0 219 "4" 220 "23" "2" "4" 0 "1" "2"
"15702" "7562" "54768" "73592" 0 0 0 "0" 0 "63" "4" 8 11 0 505 "4" 468 "23" "2" "4" 0 "1" "2"
"15732" "7572" "54768" "73587" 0 0 0 "0" 0 "63" "4" 9 13 0 554 "4" 451 "22" "2" "4" 0 "1" "2"
"15765" "7572" "54768" "73592" 0 0 0 "0" 0 "63" "4" 10 12 0 581 "4" 463 "22" "2" "4" 0 "1" "2"
"15804" "7581" "11414" "75586" 0 0 0 "0" 0 "360" "4" 19 18 0 1143 "4" 1096 "6" "3" "5" 1 "0" "0"
"15816" "7596" "11414" "75586" 0 0 0 "0" 0 "360" "4" 24 24 1 1442 "4" 1662 "6" "3" "5" 1 "0" "0"
"15851" "7614" "11414" "75586" 0 0 0 "0" 0 "360" "4" 15 10 0 910 "3" 919 "21" "2" "4" 1 "1" "2"
"15882" "7614" "11414" "75586" 0 0 0 "0" 0 "360" "4" 9 8 0 519 "3" 591 "23" "2" "4" 1 "1" "2"
"15915" "7617" "54768" "73587" 0 0 0 "0" 0 "63" "4" 7 10 0 417 "4" 491 "6" "3" "5" 0 "0" "0"
"15921" "7617" "54768" "73592" 0 0 0 "0" 0 "63" "4" 12 16 0 709 "4" 695 "6" "3" "5" 0 "0" "0"
"15954" "7636" "53431" "72778" 0 0 0 "0" 0 "88" "4" 13 15 1 768 "4" 636 "23" "2" "4" 0 "1" "2"
"15961" "7636" "53431" "72778" 0 0 0 "0" 0 "88" "4" 24 15 1 1435 "4" 1337 "21" "2" "4" 0 "1" "2"
"15996" "7637" "53431" "72778" 0 0 0 "1" 0 "88" "4" 14 15 1 864 "4" 849 "6" "3" "5" 0 "0" "0"
"16023" "7644" "11414" "75586" 0 0 0 "0" 0 "360" "4" 16 14 0 930 "4" 1179 "23" "2" "4" 1 "1" "2"
