"","GDP251","IPS10","IPS11","IPS299","IPS12","IPS13","IPS18","IPS25","IPS32","IPS34","IPS38","IPS43","IPS307","IPS306","PMP","GDP252","GDP253","GDP254","GDP255","GDP252b","LBMNU","CES002","CES003","CES006","CES011","CES015","CES017","CES033","CES046","CES048","CES049","CES053","CES088","CES140","LHEL","LHELX","LHEM","LHNAG","LHUR","LHU680","LHU5","LHU14","LHU15","LHU26","LHU27","CES151","CES155","GDP261","HSBR","HSFR","HSNE","HSMW","HSSOU","HSWST","GDP256","GDP257","GDP258","GDP259","GDP260","PMI","PMNO","PMDEL","PMNV","MOCMQ","MSONDQ","LBPUR7","LBLCPU","GDP272A","GDP273A","GDP274A","GDP274_1","GDP274_2","GDP274_3","GDP275A","GDP275_1","GDP275_2","GDP275_3","GDP275_4","GDP276A","GDP276_1","GDP276_2","GDP276_3","GDP276_4","GDP276_5","GDP276_6","GDP276_7","GDP276_8","GDP277A","GDP278A","GDP279A","GDP280A","GDP281A","GDP282A","GDP284A","GDP284_1","GDP284_2","GDP285A","GDP285_1","GDP285_2","GDP286A","GDP287A","GDP288A","CES275R","CES277R","CES278.R","CPIAUCSL","CPILFESL","PCEPILFE","PSCCOMR","PW561R","PMCP","FYFF","FYGM3","FYGM6","FYGT1","FYGT5","FYGT10","FYAAAC","FYBAAC","Sfygm6","Sfygt1","Sfygt10","sFYAAAC","sFYBAAC","EXRUS","EXRSW","EXRJAN","EXRUK","EXRCAN","FSPCOM","FSPIN","FSDXP","FSPXE","FSDJ","FM1","MZMSL","FM2","FMFBA","FMRRA","FMRNBA","BUSLOANS","CCINRV","GDP263","GDP264","GDP265","GDP266","GDP267","LBOUT","UTL11","HHSNTN"
"156",4.5002,4.5343,4.5529,4.5531,4.5484,4.4736,4.5792,4.5604,4.509,4.3995,4.6521,4.5276,4.5291,4.513,58.733,4.4775,4.3565,4.4944,4.4957,4.495,4.7565,11.555,10.091,6.3551,8.6838,9.7729,9.2913,8.8112,11.512,10.124,8.652,9.5821,8.893,9.8912,89.333,1.0333,11.779,11.753,4.6667,15.8,7.8345,7.5892,7.544,6.8068,6.893,41.133,5.2333,4.4783,7.2962,7.3343,4.9416,5.7387,6.5381,5.967,4.419,4.3955,4.365,4.5154,4.3133,55.533,58.5,54.667,45,4.9948,3.8583,4.6215,4.6728,4.5629,4.5595,4.6637,4.604,4.7533,4.6331,4.5436,4.5518,4.6481,4.4007,4.5162,4.5443,4.5261,4.5963,4.5883,4.5998,4.5461,4.5359,4.523,4.5572,4.6045,4.6014,4.6353,4.5088,4.6786,4.5091,4.6127,4.6319,4.5657,4.6003,4.6061,4.5721,4.5295,4.5431,4.5224,2.6857,2.8107,2.6349,5.0855,5.1409,4.5651,5.7089,4.0444,52.633,5.5067,5.09,5.1667,5.4833,5.8333,5.9067,6.8782,7.4389,0.076667,0.39333,0.81667,0.97155,1.5322,4.5352,0.35949,4.8314,5.1123,0.34283,6.8573,7.0086,1.6267,23.46,8.9646,6.9749,8.1431,8.2968,13.073,10.745,10.74+0i,6.7361,13.567,4.4758,4.303,4.5306,4.5823,4.5029,4.6795,83.746,100.4
"157",4.5112,4.5452,4.5625,4.5628,4.5498,4.4845,4.5767,4.5854,4.5215,4.4226,4.6523,4.5423,4.4596,4.4945,54.9,4.4884,4.3609,4.5072,4.5071,4.5072,4.7622,11.562,10.097,6.3606,8.6967,9.7773,9.2994,8.8095,11.518,10.127,8.6594,9.5828,8.9026,9.8926,91.333,1.06,11.781,11.756,4.6333,15.167,7.8821,7.5703,7.4981,6.7429,6.8635,41.067,5.1333,4.4987,7.3792,7.3516,5.0855,5.8406,6.525,5.9162,4.4699,4.4252,4.3981,4.517,4.3574,53.2,55.533,52.933,46.133,4.9985,3.8001,4.6388,4.6837,4.5653,4.5603,4.6563,4.5982,4.739,4.6349,4.5388,4.5566,4.6376,4.3149,4.5238,4.5496,4.5335,4.5866,4.5614,4.6007,4.5535,4.5431,4.531,4.563,4.5984,4.5962,4.6271,4.5233,4.6625,4.512,4.6028,4.62,4.561,4.5718,4.5767,4.5482,4.5321,4.5461,4.5248,2.6923,2.8185,2.6397,5.0876,5.1469,4.5686,5.6244,3.7453,45.567,5.52,5.0533,5.0467,5.3133,5.5067,5.5867,6.6685,7.2573,-0.0066667,0.26,0.53333,1.0818,1.6706,4.5619,0.38934,4.8533,5.1035,0.35788,6.9288,7.0807,1.55,25.217,9.0217,6.9816,8.1704,8.3153,13.089,10.738,10.736+0i,6.7605,13.575,4.4801,4.3392,4.5251,4.5576,4.508,4.687,83.157,102.77
"158",4.5178,4.553,4.5718,4.5708,4.5553,4.4779,4.587,4.6013,4.5273,4.4301,4.6513,4.5488,4.5098,4.4821,52.367,4.5042,4.4061,4.5194,4.5183,4.5188,4.7665,11.569,10.101,6.3467,8.7142,9.7769,9.3012,8.8055,11.525,10.131,8.664,9.5866,8.9133,9.8963,90.333,1.1047,11.785,11.759,4.4,14.5,7.8652,7.592,7.3306,6.5362,6.7298,40.833,4.9,4.526,7.3464,7.3603,4.9369,5.76,6.5834,5.973,4.4538,4.4548,4.4285,4.5553,4.385,50.667,52.333,51.6,44.7,4.9882,3.826,4.6495,4.6944,4.5673,4.562,4.6494,4.5926,4.7289,4.6315,4.5382,4.5599,4.6322,4.2705,4.5323,4.5543,4.5422,4.589,4.5598,4.6055,4.5535,4.5515,4.5365,4.561,4.5955,4.5934,4.621,4.5343,4.6503,4.5188,4.5974,4.6123,4.5611,4.5608,4.5617,4.5575,4.5351,4.5479,4.5284,2.6953,2.8241,2.6409,5.0909,5.1525,4.5715,5.6434,3.6355,40.3,5.5,4.9767,5.1067,5.41,5.5867,5.5967,6.6411,7.254,0.13,0.43333,0.62,1.0444,1.6574,4.574,0.40079,4.9102,5.1081,0.36938,7.0118,7.1642,1.4433,27.793,9.1046,6.9821,8.2018,8.3334,13.1,10.73,10.726+0i,6.7777,13.599,4.4693,4.3662,4.5452,4.5826,4.5254,4.6887,81.961,101.77
"159",4.5292,4.56,4.5794,4.5767,4.5566,4.4808,4.5878,4.6179,4.5334,4.4471,4.647,4.5563,4.5421,4.484,50.9,4.5162,4.4335,4.5264,4.5294,4.5279,4.7681,11.574,10.101,6.3304,8.7329,9.7707,9.2946,8.8001,11.532,10.136,8.6665,9.5918,8.9233,9.9014,89,1.0487,11.787,11.761,4.5333,14.067,7.8651,7.593,7.3965,6.6572,6.7472,40.833,4.7667,4.5529,7.3863,7.3972,4.9628,5.7494,6.6399,6.0145,4.4764,4.4689,4.438,4.547,4.4009,49.067,50.7,50.433,44.033,4.9798,3.8253,4.6613,4.6995,4.5708,4.5653,4.6422,4.5972,4.7056,4.6279,4.543,4.5647,4.6386,4.2671,4.5387,4.5592,4.5503,4.5858,4.5492,4.6067,4.5602,4.5565,4.5404,4.5654,4.5943,4.5928,4.6164,4.5425,4.6413,4.5287,4.5897,4.6014,4.561,4.5488,4.5469,4.5591,4.5393,4.5492,4.5343,2.6969,2.8296,2.6386,5.096,5.1585,4.5751,5.594,3.5594,36.733,5.5333,4.8233,4.87,5.0933,5.1167,5.2033,6.4925,7.1268,0.046667,0.27,0.38,1.2892,1.9235,4.5883,0.38456,4.9415,5.108,0.41504,6.9884,7.152,1.4867,27.677,9.0473,6.9816,8.2322,8.3504,13.119,10.712,10.706+0i,6.8079,13.622,4.465,4.3788,4.5542,4.5741,4.5439,4.7006,81.035,97.4
"160",4.5443,4.5724,4.5883,4.5854,4.5614,4.5358,4.5722,4.6369,4.5505,4.4866,4.6422,4.5739,4.4861,4.49,50.167,4.5296,4.4912,4.5406,4.5326,4.5366,4.7819,11.581,10.103,6.3086,8.7505,9.7685,9.295,8.7935,11.539,10.141,8.6692,9.5966,8.9306,9.9056,87,1.0513,11.793,11.767,4.4333,14.2,7.8785,7.5519,7.3633,6.5949,6.7397,40.933,4.8,4.5766,7.4448,7.4514,5.0562,5.9108,6.6792,5.9931,4.5005,4.4976,4.4685,4.5543,4.4395,47.9,48.667,49.567,44.767,5.0099,3.7845,4.6622,4.6994,4.5737,4.569,4.6354,4.5988,4.6864,4.6245,4.5456,4.5707,4.6287,4.2459,4.5492,4.5657,4.5591,4.5845,4.5424,4.6085,4.565,4.5612,4.5481,4.5752,4.5937,4.5924,4.6125,4.5504,4.6332,4.538,4.5866,4.5956,4.5648,4.5487,4.5439,4.5736,4.544,4.5517,4.5401,2.7018,2.8347,2.6419,5.1007,5.164,4.5793,5.5202,3.4707,33.7,4.86,4.2533,4.29,4.39,4.39,4.67,6.3338,7.2489,0.036667,0.13667,0.41667,1.6638,2.5789,4.533,0.3082,4.7831,5.1212,0.43371,7.0232,7.2018,1.4633,29.09,9.0745,6.9959,8.2759,8.3761,13.143,10.713,10.711+0i,6.8447,13.637,4.5019,4.4075,4.5634,4.5831,4.5531,4.7063,81.114,91.233
"161",4.5527,4.5831,4.5962,4.5935,4.5705,4.5434,4.5817,4.6468,4.5651,4.5101,4.6505,4.586,4.5115,4.5428,55.767,4.5395,4.4874,4.5535,4.5442,4.5489,4.7822,11.587,10.103,6.2754,8.7634,9.7641,9.2918,8.7871,11.546,10.148,8.6743,9.604,8.9365,9.9101,91.333,1.1367,11.798,11.773,4.3,13.533,7.8242,7.5746,7.3161,6.6342,6.6107,40.7,4.8,4.5852,7.4417,7.4439,5.0793,5.7641,6.7278,5.978,4.528,4.5129,4.4863,4.5352,4.4699,51.567,54.433,51.367,43.3,5.0278,3.8169,4.6769,4.709,4.5775,4.5715,4.6278,4.5967,4.6727,4.6158,4.5493,4.5755,4.6152,4.2142,4.5708,4.5699,4.564,4.585,4.5437,4.6087,4.5703,4.5675,4.5552,4.5766,4.5955,4.5943,4.6115,4.5571,4.6296,4.5477,4.5845,4.5922,4.566,4.5435,4.5378,4.5735,4.5518,4.5649,4.545,2.7055,2.8375,2.6467,5.1043,5.1684,4.5824,5.4697,3.4206,37.133,4.7333,4.4067,4.4133,4.6633,4.8833,4.9833,6.4189,7.4036,0.0066667,0.25667,0.57667,1.4356,2.4203,4.5412,0.35506,4.7577,5.0955,0.41315,7.1381,7.3248,1.3,33.09,9.1563,7.0008,8.3053,8.3936,13.163,10.709,10.707+0i,6.8441,13.661,4.4932,4.4329,4.5701,4.5773,4.5664,4.7169,80.869,99.433
"162",4.561,4.5922,4.6,4.5964,4.5718,4.5568,4.578,4.6589,4.5813,4.5377,4.6563,4.5962,4.5261,4.5508,59.1,4.555,4.5335,4.5636,4.5555,4.5595,4.789,11.593,10.104,6.2461,8.7818,9.7598,9.2899,8.779,11.554,10.154,8.6784,9.6116,8.9411,9.9157,87.333,1.0947,11.8,11.774,4.2667,13.667,7.8649,7.4974,7.3372,6.6767,6.6102,40.767,4.8,4.5938,7.4069,7.3616,5.0217,5.856,6.5314,5.9584,4.5288,4.5372,4.5163,4.5424,4.5076,54.133,57.067,51.4,45.033,5.0224,3.8151,4.6736,4.7107,4.5819,4.578,4.6233,4.5966,4.6589,4.6191,4.5623,4.5793,4.6212,4.3266,4.5758,4.5757,4.5709,4.5829,4.5437,4.6053,4.5785,4.573,4.5655,4.5827,4.5952,4.5944,4.6075,4.5631,4.6223,4.5585,4.5864,4.5913,4.5744,4.5567,4.5504,4.5895,4.5606,4.5704,4.5555,2.7118,2.8436,2.6521,5.1118,5.1731,4.5866,5.4332,3.8501,50.933,4.7467,4.4533,4.5833,4.88,5.4433,5.54,6.9345,7.7387,0.13,0.42667,1.0867,1.3945,2.1987,4.5675,0.41482,4.7944,5.0792,0.38723,7.1928,7.3762,1.2433,35.193,9.2741,7.0043,8.3288,8.4078,13.186,10.682,10.678+0i,6.8509,13.686,4.5045,4.4679,4.5761,4.5816,4.5733,4.7191,80.57,98.267
"163",4.5726,4.6022,4.6044,4.599,4.5703,4.567,4.5719,4.6741,4.5991,4.568,4.6581,4.6056,4.5487,4.5646,58.767,4.5654,4.5546,4.5667,4.5671,4.5669,4.7958,11.599,10.105,6.2374,8.7933,9.7579,9.2897,8.7742,11.56,10.16,8.6841,9.6168,8.9449,9.9219,85,1.0633,11.802,11.778,4.2333,13.267,7.8633,7.5033,7.2946,6.628,6.5732,40.867,4.8667,4.5997,7.3992,7.4089,5.1059,5.8319,6.6089,5.9989,4.5531,4.5561,4.5401,4.5345,4.5417,55.133,58.533,53.733,44.967,5.0273,3.8823,4.6745,4.7124,4.5852,4.5835,4.6196,4.6039,4.6436,4.6106,4.5721,4.5837,4.6161,4.4037,4.5835,4.5811,4.577,4.5848,4.551,4.6039,4.5828,4.5794,4.5731,4.5875,4.5937,4.593,4.6025,4.5697,4.6136,4.567,4.5885,4.5931,4.577,4.5709,4.5654,4.5997,4.5693,4.5759,4.5659,2.7161,2.846,2.6567,5.1192,5.1784,4.5901,5.4383,4.0891,60.633,5.0933,4.65,4.7767,5.16,5.7733,5.8833,7.3275,8.1015,0.12667,0.51,1.2333,1.4442,2.2182,4.559,0.42372,4.7287,5.0763,0.39638,7.2021,7.4016,1.24,33.76,9.2966,7.0012,8.3472,8.4218,13.209,10.647,10.639+0i,6.8652,13.707,4.5305,4.5021,4.5885,4.6016,4.5817,4.7258,80.25,99.7
"164",4.5902,4.6217,4.6218,4.6163,4.5918,4.5914,4.5923,4.6879,4.6214,4.599,4.6774,4.6289,4.4992,4.5729,60.167,4.5777,4.5615,4.5889,4.5758,4.5823,4.7989,11.606,10.108,6.2375,8.8067,9.7571,9.2896,8.7722,11.568,10.166,8.689,9.6228,8.9453,9.9281,86,1.111,11.808,11.783,4.0667,13.033,7.8555,7.4647,7.2421,6.5539,6.5444,40.9,4.8667,4.6119,7.4194,7.4114,4.9859,5.934,6.612,5.9576,4.5895,4.5613,4.5426,4.5448,4.5417,57.7,61.567,56.567,48.9,5.0391,3.8742,4.6873,4.7155,4.5898,4.5894,4.6144,4.6057,4.6278,4.6086,4.5806,4.5895,4.6193,4.453,4.5869,4.5882,4.5835,4.591,4.5589,4.609,4.5889,4.5865,4.581,4.596,4.595,4.5943,4.6014,4.5781,4.6093,4.5748,4.5932,4.5985,4.5801,4.5841,4.5806,4.6025,4.5788,4.5827,4.5768,2.7178,2.8501,2.656,5.1265,5.184,4.5947,5.4477,4.2031,68.1,5.3067,5.0433,5.2067,5.6067,6.0633,6.14,7.486,8.2381,0.16333,0.56333,1.0967,1.346,2.0981,4.5405,0.43351,4.6482,5.0939,0.38689,7.2249,7.4357,1.2233,32.443,9.2889,7.0141,8.3663,8.435,13.261,10.642,10.636+0i,6.8915,13.727,4.5564,4.5219,4.6044,4.6242,4.5941,4.7417,81.048,99.733
"165",4.5927,4.6334,4.6293,4.6211,4.59,4.6072,4.5833,4.7134,4.6387,4.634,4.6733,4.6417,4.4926,4.5605,58.8,4.5935,4.6161,4.5896,4.5904,4.59,4.803,11.612,10.113,6.239,8.8194,9.758,9.2926,8.7696,11.575,10.171,8.6929,9.629,8.9455,9.9347,89,1.1573,11.825,11.805,4.0333,12.8,7.8792,7.5033,7.1934,6.5003,6.5003,40.967,4.8667,4.6219,7.4325,7.414,5.0835,5.8211,6.6507,5.9584,4.5715,4.5884,4.576,4.5617,4.5807,55.8,58.433,54.567,48.4,5.0392,3.8666,4.7126,4.7546,4.5981,4.5981,4.6099,4.6027,4.6202,4.607,4.5933,4.5951,4.6105,4.5591,4.5922,4.5979,4.5931,4.5937,4.5654,4.6091,4.5946,4.5927,4.5919,4.613,4.6001,4.6,4.6029,4.5899,4.6073,4.5919,4.5998,4.6016,4.5952,4.5984,4.597,4.6057,4.5948,4.6,4.5922,2.7189,2.8516,2.657,5.1364,5.1905,4.6007,5.4215,4.3971,74.233,5.6767,5.52,5.69,6.1867,6.5867,6.48,7.7131,8.329,0.17,0.66667,0.96,1.2331,1.849,4.5644,0.4883,4.6728,5.0794,0.37399,7.2576,7.4881,1.19,31.413,9.2844,7.015,8.3866,8.4504,13.268,10.634,10.629+0i,6.9149,13.747,4.5723,4.5606,4.5968,4.5867,4.602,4.7382,81.026,106.03
"166",4.6083,4.6454,4.6422,4.6352,4.601,4.6141,4.5961,4.7408,4.6496,4.6534,4.6733,4.6532,4.54,4.5669,55.967,4.5998,4.5912,4.6035,4.5999,4.6017,4.8035,11.616,10.113,6.2509,8.8218,9.758,9.2949,8.7655,11.582,10.174,8.6911,9.6336,8.9448,9.9497,84.667,1.112,11.827,11.809,3.9333,12.433,7.8442,7.5155,7.1515,6.4826,6.4345,40.8,4.7,4.613,7.3593,7.3694,4.9927,5.8091,6.5839,5.9472,4.6353,4.6112,4.6104,4.603,4.6129,53.1,52.3,55.1,46.667,5.0345,3.9344,4.7076,4.7397,4.603,4.6029,4.6085,4.6072,4.6119,4.605,4.6023,4.6014,4.6043,4.597,4.6046,4.602,4.6008,4.5972,4.5831,4.6051,4.602,4.6004,4.5996,4.6077,4.603,4.603,4.6036,4.5988,4.6052,4.6015,4.6051,4.6055,4.6039,4.6,4.5999,4.6007,4.5991,4.5974,4.6,2.7226,2.8577,2.659,5.1442,5.1968,4.6039,5.4413,4.3791,66.6,6.2733,5.7133,5.96,6.2167,6.4167,6.1767,7.7666,8.5949,0.24667,0.50333,0.46333,1.59,2.4183,4.595,0.51615,4.6699,5.0327,0.39241,7.2774,7.4933,1.1433,29.527,9.2782,7.0099,8.4041,8.4664,13.26,10.607,10.597+0i,6.9467,13.771,4.6012,4.5989,4.6103,4.6263,4.6021,4.7567,80.922,103.1
"167",4.6072,4.6447,4.6428,4.6372,4.5974,4.5936,4.5994,4.756,4.647,4.66,4.6507,4.652,4.555,4.5739,51.633,4.6094,4.6057,4.6091,4.6104,4.6098,4.8033,11.619,10.114,6.2586,8.8245,9.7572,9.2968,8.76,11.584,10.175,8.6866,9.6356,8.9467,9.9433,79.333,1.0247,11.826,11.808,4,12.833,7.8398,7.5071,7.2022,6.4892,6.5284,40.667,4.6,4.5923,7.349,7.3157,4.9927,5.729,6.5033,5.9437,4.6093,4.6096,4.6158,4.6258,4.6124,50.7,50.3,52.333,47.167,5.0188,3.9318,4.7179,4.7612,4.6076,4.6076,4.6023,4.6035,4.6011,4.6016,4.6108,4.6097,4.6023,4.6295,4.6106,4.6071,4.6089,4.6084,4.6184,4.6027,4.6085,4.6099,4.6116,4.5998,4.6077,4.6077,4.6071,4.6097,4.6062,4.6093,4.6074,4.6063,4.61,4.6102,4.6109,4.6068,4.61,4.6097,4.6102,2.7263,2.863,2.6618,5.1533,5.2035,4.6062,5.3889,4.4988,59.967,6.52,6.0167,6.0167,6.13,6.0567,5.8933,7.6053,8.3159,2.9664e-16,0.11333,-0.12333,1.712,2.4226,4.6137,0.5356,4.6794,4.995,0.39362,7.2968,7.4944,1.0967,28.56,9.2948,7.0038,8.4225,8.4777,13.267,10.592,10.578+0i,6.9704,13.809,4.6266,4.6318,4.6051,4.6049,4.6052,4.7547,79.858,103.97
"168",4.6124,4.6417,4.642,4.6385,4.5972,4.5669,4.6089,4.7583,4.6412,4.6494,4.6361,4.645,4.6106,4.5675,47.433,4.6178,4.6075,4.6182,4.6198,4.619,4.7992,11.622,10.111,6.2676,8.8258,9.7526,9.2938,8.7528,11.587,10.177,8.6825,9.6387,8.9525,9.9412,77,1.019,11.83,11.813,3.9,12.533,7.8222,7.4842,7.1907,6.5606,6.4308,40.4,4.4333,4.5932,7.3639,7.3421,5.0999,5.6733,6.5439,5.9764,4.6035,4.6113,4.6179,4.6287,4.6142,47.033,46.533,51.4,43.033,5.004,3.8983,4.7167,4.7573,4.612,4.612,4.5999,4.6072,4.5872,4.607,4.6142,4.6143,4.6035,4.6333,4.6131,4.6136,4.6177,4.6212,4.6516,4.6037,4.6155,4.6175,4.6174,4.6001,4.6098,4.6099,4.6071,4.622,4.602,4.6177,4.6084,4.6072,4.6114,4.612,4.6129,4.6074,4.6166,4.6135,4.6181,2.7327,2.8692,2.6675,5.1604,5.2095,4.6099,5.4071,4.4978,58.533,6.4733,6.0167,5.9267,5.9,5.55,5.5667,7.4048,8.2145,-0.09,-0.11667,-0.45,1.8381,2.6478,4.6458,0.55731,4.6995,4.9743,0.42243,7.2192,7.3903,1.1667,25.783,9.2673,6.9966,8.4423,8.4923,13.275,10.576,10.568+0i,6.9796,13.84,4.6196,4.6278,4.6083,4.6024,4.6113,4.7653,78.403,97.667
"169",4.6111,4.627,4.6324,4.6311,4.5888,4.5395,4.6074,4.7434,4.6193,4.6234,4.612,4.6278,4.6121,4.568,40.133,4.6219,4.6238,4.6194,4.6226,4.621,4.7975,11.623,10.105,6.276,8.8309,9.7426,9.2833,8.7437,11.59,10.175,8.6727,9.6397,8.9587,9.9473,72,0.878,11.833,11.815,4.2333,12.767,7.9108,7.5634,7.2871,6.6412,6.5444,40.1,4.1333,4.5986,7.4214,7.3809,4.9488,5.7961,6.6048,5.9823,4.5669,4.6047,4.6071,4.6071,4.6073,42.5,39.933,49.233,43.233,4.9785,3.836,4.7235,4.7749,4.6201,4.6201,4.5965,4.6124,4.5686,4.6116,4.6177,4.6228,4.6026,4.6106,4.6199,4.6264,4.627,4.6561,4.7351,4.6075,4.6205,4.6297,4.6259,4.6117,4.6097,4.6093,4.6012,4.6366,4.5888,4.6311,4.6086,4.6069,4.6129,4.6044,4.6032,4.6113,4.6243,4.6182,4.6274,2.7307,2.8698,2.6623,5.1699,5.2167,4.6168,5.4066,4.3243,56.7,5.5933,4.8167,4.6467,4.5967,4.7967,5.05,7.0767,7.8821,-0.17,-0.22,0.23333,2.0267,2.8321,4.6386,0.50879,4.7718,4.9823,0.42385,7.1513,7.304,1.2367,24.627,9.2604,7.0058,8.4891,8.5186,13.288,10.553,10.551+0i,6.9894,13.866,4.606,4.6184,4.6213,4.6218,4.6211,4.7641,76.268,83.7
"170",4.6142,4.6134,4.6205,4.6216,4.5893,4.5598,4.6007,4.7008,4.6033,4.6073,4.5871,4.6137,4.5529,4.5797,43.833,4.6244,4.623,4.6192,4.6271,4.6231,4.7869,11.618,10.091,6.2827,8.8312,9.7208,9.2581,8.7276,11.59,10.168,8.6636,9.6329,8.9627,9.9548,61,0.71133,11.828,11.812,4.4,12.4,7.947,7.6109,7.3205,6.7198,6.525,40.033,4.1,4.6123,7.4099,7.3963,4.9882,5.8041,6.6098,6.0145,4.547,4.582,4.5706,4.5968,4.561,42.4,46.067,46.567,39.267,4.9654,3.7634,4.7224,4.7671,4.6278,4.6264,4.5887,4.611,4.5501,4.6089,4.6262,4.6301,4.5894,4.658,4.6283,4.6347,4.6381,4.6558,4.7307,4.6104,4.6209,4.6379,4.6356,4.6227,4.6135,4.6137,4.6026,4.6524,4.5849,4.6433,4.6053,4.603,4.6113,4.5892,4.5861,4.6057,4.6287,4.6209,4.6327,2.7324,2.8639,2.6659,5.1769,5.2229,4.6219,5.4191,4.3192,45.3,4.3267,3.66,3.64,3.78,4.8333,5.27,7.2226,8.0384,-0.02,0.12,1.61,1.9526,2.7684,4.675,0.5599,4.8092,4.9566,0.43251,7.1172,7.2615,1.2733,25.403,9.2751,7.0214,8.5393,8.5436,13.302,10.56,10.556+0i,6.9811,13.888,4.5721,4.5847,4.6402,4.6435,4.6385,4.777,74.516,84.833
"171",4.6107,4.5986,4.6063,4.6065,4.5824,4.5538,4.5935,4.6608,4.5877,4.584,4.5815,4.5975,4.5552,4.5847,50.2,4.6288,4.6306,4.6251,4.63,4.6276,4.775,11.613,10.072,6.2821,8.8288,9.6952,9.2295,8.707,11.59,10.163,8.6574,9.6291,8.964,9.9625,54.333,0.587,11.826,11.809,4.8333,13.133,7.9427,7.7148,7.5073,6.936,6.6754,39.9,3.9667,4.6168,7.3732,7.3776,5.037,5.7631,6.5985,5.9747,4.5193,4.5706,4.5529,4.6114,4.5307,45.333,51.6,47,37.867,4.9511,3.6832,4.7251,4.768,4.6317,4.6278,4.5816,4.6076,4.5353,4.6073,4.6239,4.6389,4.5785,4.5767,4.6386,4.6397,4.6485,4.6517,4.7104,4.6169,4.6219,4.6439,4.6423,4.6251,4.6186,4.6191,4.6033,4.6683,4.5798,4.66,4.6003,4.5965,4.6096,4.5756,4.5692,4.6086,4.6327,4.6264,4.6359,2.7405,2.8679,2.6753,5.1797,5.2297,4.6255,5.4297,4.2674,37.167,3.4967,3.17,3.1233,3.3033,4.4833,4.98,7.1094,7.9488,-0.046667,0.13333,1.81,2.1294,2.9688,4.6654,0.52505,4.7999,4.9688,0.4358,7.041,7.1821,1.3733,27.077,9.2037,7.06,8.5769,8.5662,13.339,10.731,10.702+0i,6.9639,13.908,4.5219,4.5575,4.6363,4.6436,4.6326,4.7814,72.792,82.367
"172",4.6146,4.5859,4.5934,4.5945,4.5829,4.55,4.5955,4.6191,4.575,4.5613,4.5749,4.5852,4.5218,4.5933,45.967,4.6456,4.71,4.6371,4.6358,4.6365,4.7634,11.605,10.053,6.2688,8.8234,9.67,9.2004,8.6885,11.587,10.155,8.6501,9.6249,8.9664,9.9673,46,0.42733,11.822,11.805,5.5,14.033,8.0325,7.8752,7.7325,7.1186,6.9537,39.767,3.8,4.6072,7.3978,7.3588,5.0261,5.8329,6.5671,5.8999,4.4549,4.5425,4.5171,4.5105,4.5199,43.4,46.467,49.3,38.267,4.9436,3.6292,4.7335,4.7607,4.6359,4.6292,4.5776,4.6099,4.5211,4.6063,4.6137,4.6447,4.5694,4.4279,4.6427,4.6479,4.6585,4.6376,4.6679,4.62,4.6245,4.6501,4.6491,4.645,4.6191,4.6193,4.6008,4.6735,4.5743,4.667,4.5913,4.5867,4.6025,4.5492,4.5391,4.6003,4.6354,4.6307,4.6378,2.7479,2.8742,2.6809,5.179,5.2363,4.6319,5.3316,3.9091,32.833,2.1333,1.9067,1.9267,2.2433,4.09,4.77,6.9222,7.9227,0.02,0.33667,2.8633,2.1522,3.1527,4.6719,0.49939,4.8188,4.9714,0.45799,7.0185,7.1678,1.3967,31.927,9.1738,7.0675,8.6271,8.5885,13.356,10.66,10.658+0i,6.9395,13.945,4.4934,4.5488,4.6567,4.6646,4.6527,4.7965,71.531,78.133
"173",4.6214,4.592,4.5978,4.6,4.5967,4.5775,4.6044,4.6097,4.5837,4.5727,4.5859,4.5926,4.5497,4.6127,55.833,4.6491,4.6992,4.6452,4.6403,4.6428,4.7547,11.6,10.038,6.2591,8.8196,9.6499,9.1765,8.6748,11.586,10.149,8.6436,9.6205,8.9659,9.9711,46,0.42033,11.821,11.804,5.7,15.033,8.0176,7.8563,7.8766,7.2344,7.1301,39.867,4,4.6319,7.4468,7.4518,5.0752,5.8805,6.6813,6.0104,4.4868,4.5262,4.4829,4.4578,4.4924,50.2,59.9,51.5,40.1,4.9596,3.5965,4.7456,4.7591,4.6401,4.6315,4.5695,4.6071,4.5024,4.6054,4.6141,4.6496,4.5653,4.3982,4.6462,4.6534,4.6687,4.6357,4.6527,4.6256,4.6253,4.6543,4.6538,4.651,4.6186,4.6186,4.6006,4.6827,4.5707,4.6649,4.5886,4.5832,4.6017,4.5448,4.5341,4.5995,4.648,4.6549,4.6444,2.7555,2.8811,2.689,5.1822,5.2417,4.635,5.3427,3.99,45.767,1.7333,1.7233,1.8533,2.32,4.46,5.0767,6.6219,7.9553,0.13,0.59667,3.3533,1.5452,2.8787,4.6986,0.51923,4.8863,4.96,0.46663,7.0313,7.1804,1.3933,28.64,9.2208,7.083,8.6544,8.6065,13.378,10.635,10.633+0i,6.9157,13.968,4.506,4.5765,4.6673,4.679,4.6614,4.8109,71.83,90.4
